sr:player:1
sr:player:1000019
sr:player:1000069
sr:player:1000085
sr:player:10001
sr:player:1000211
sr:player:100027
sr:player:100033
sr:player:1000507
sr:player:1000555
sr:player:1000559
sr:player:1000625
sr:player:1000677
sr:player:1000683
sr:player:1000703
sr:player:1000721
sr:player:1000755
sr:player:10008
sr:player:1000911
sr:player:1000925
sr:player:10010
sr:player:100102
sr:player:1001025
sr:player:1001029
sr:player:1001049
sr:player:1001057
sr:player:10011
sr:player:1001165
sr:player:1001181
sr:player:100120
sr:player:100123
sr:player:10013
sr:player:1001383
sr:player:1001399
sr:player:1001409
sr:player:100156
sr:player:1001649
sr:player:100165
sr:player:100168
sr:player:10017
sr:player:100172
sr:player:1001753
sr:player:1001757
sr:player:100176
sr:player:1001783
sr:player:100182
sr:player:1001823
sr:player:1001845
sr:player:100201
sr:player:100204
sr:player:100205
sr:player:1002051
sr:player:100206
sr:player:100207
sr:player:100208
sr:player:10021
sr:player:1002105
sr:player:1002143
sr:player:10022
sr:player:1002265
sr:player:1002287
sr:player:1002375
sr:player:10024
sr:player:1002403
sr:player:1002435
sr:player:1002471
sr:player:100256
sr:player:1002599
sr:player:10026
sr:player:1002643
sr:player:1002659
sr:player:1002723
sr:player:1002767
sr:player:1002787
sr:player:1002789
sr:player:10028
sr:player:100290
sr:player:1002907
sr:player:1002909
sr:player:100291
sr:player:1002911
sr:player:100293
sr:player:1002945
sr:player:1002947
sr:player:1002963
sr:player:1002969
sr:player:1002981
sr:player:1003001
sr:player:1003005
sr:player:1003011
sr:player:1003023
sr:player:1003035
sr:player:100312
sr:player:1003137
sr:player:1003155
sr:player:1003169
sr:player:1003221
sr:player:1003229
sr:player:1003283
sr:player:1003305
sr:player:1003313
sr:player:1003317
sr:player:1003347
sr:player:1003361
sr:player:1003363
sr:player:100338
sr:player:1003399
sr:player:10034
sr:player:1003401
sr:player:100346
sr:player:1003505
sr:player:100356
sr:player:1003717
sr:player:1003719
sr:player:1003723
sr:player:1003727
sr:player:1003735
sr:player:1003737
sr:player:100374
sr:player:1003759
sr:player:1003765
sr:player:1003775
sr:player:100379
sr:player:1003797
sr:player:10038
sr:player:100382
sr:player:100384
sr:player:100385
sr:player:1003853
sr:player:100386
sr:player:100387
sr:player:100388
sr:player:100389
sr:player:1003895
sr:player:1003897
sr:player:1003899
sr:player:100390
sr:player:100391
sr:player:1003915
sr:player:100392
sr:player:1004005
sr:player:100402
sr:player:1004025
sr:player:1004029
sr:player:1004049
sr:player:100405
sr:player:100406
sr:player:100408
sr:player:100409
sr:player:1004095
sr:player:10041
sr:player:1004105
sr:player:100412
sr:player:100415
sr:player:100416
sr:player:1004175
sr:player:100418
sr:player:1004197
sr:player:100422
sr:player:1004229
sr:player:1004231
sr:player:1004237
sr:player:1004239
sr:player:1004241
sr:player:1004243
sr:player:1004249
sr:player:1004251
sr:player:1004253
sr:player:1004255
sr:player:1004263
sr:player:10043
sr:player:100431
sr:player:100433
sr:player:1004339
sr:player:1004353
sr:player:100436
sr:player:1004363
sr:player:100437
sr:player:1004383
sr:player:1004389
sr:player:10044
sr:player:1004413
sr:player:1004415
sr:player:1004445
sr:player:100445
sr:player:1004515
sr:player:1004523
sr:player:1004579
sr:player:1004581
sr:player:1004583
sr:player:1004585
sr:player:1004589
sr:player:1004591
sr:player:1004593
sr:player:1004597
sr:player:1004599
sr:player:1004605
sr:player:1004607
sr:player:1004609
sr:player:1004611
sr:player:1004615
sr:player:1004621
sr:player:1004623
sr:player:1004631
sr:player:1004635
sr:player:1004637
sr:player:1004639
sr:player:1004643
sr:player:1004647
sr:player:1004649
sr:player:1004653
sr:player:1004655
sr:player:1004657
sr:player:1004659
sr:player:1004665
sr:player:1004669
sr:player:1004671
sr:player:1004673
sr:player:1004685
sr:player:1004691
sr:player:1004697
sr:player:1004699
sr:player:1004703
sr:player:1004705
sr:player:1004709
sr:player:1004711
sr:player:1004715
sr:player:1004717
sr:player:1004751
sr:player:1004753
